,Name,Legal Name,Start Date,Street Number,Street Name,ZIP Code,Lat,Lon,Category,tract
401,McDonald's #4817,Malik Foods Inc,6/11/2001,148,N Euclid St,15206,40.462513,-79.92778,Dollar Menu,
402,McDonald's #4939,PHF Group III LLC,7/6/2016,4557,Ohio River Blvd,15202,40.492146000000005,-80.06218,Dollar Menu,431500
403,McDonald's #5441,Rice Enterprises LLC,3/29/2010,2100,Washington Pike,15106,40.387563,-80.09334100000001,Dollar Menu,470300
404,McDonald's #6373,McDonald's Corp,10/18/2000,4235,Walnut St,15132,40.320953,-79.835736,Dollar Menu,
405,McDonald's #6822,Rice Enterprises LLC,12/31/2001,3023,Washington Pike,15017,40.353716999999996,-80.114547,Dollar Menu,456004
406,McDonald's #7450,McDonald's,5/26/2010,2518,Liberty Ave,15226,40.398834,-80.026459,Dollar Menu,020300
407,McDonald's #7506,McDonald's Corp,6/17/1984,971,William Flynn Highway,15116,40.531729999999996,-79.957531,Dollar Menu,426700
408,McDonald's #7683,Briston Enterprise LLC,4/7/2016,6380,Steubenville Pike,15205,40.448305,-80.155564,Dollar Menu,459201
409,McDonald's #7705,Rice Enterprises LLC,5/25/2001,82,Fort Couch Rd,15241,40.338071,-80.050784,Dollar Menu,475101
410,McDonald's #10260,Malik Enterprises Inc,2/7/2005,6361,Penn Ave,15206,40.458803,-79.918483,Dollar Menu,111500
411,McDonald's #12151,PHF Group LLC,3/25/2015,363,Perry Highway,15229,40.517569,-80.029306,Dollar Menu,430200
412,McDonald's #12182,Shawn Malik Inc,1/24/2005,,Pgh Intl Airport / Ac-02e,15231,40.495309000000006,-80.235291,Dollar Menu,
413,McDonald's #12183,Shawn Malik Inc,1/27/2005,,Pgh Intl Airport / Se-09a,15231,40.495309000000006,-80.235291,Dollar Menu,
414,McDonald's #12415,Draper Inc,12/19/2001,70,Allegheny River Blvd,15147,40.498933,-79.81846800000001,Dollar Menu,523800
415,McDonald's #18474,Tri County Mgmt,11/21/1996,600,Pine Hollow Rd,15136,40.473945,-80.09571,Dollar Menu,463900
416,McDonald's #22492,Rice Enterprises LLC,8/28/2000,549,Clairton Blvd,15236,40.333256,-79.946249,Dollar Menu,
417,McDonald's #24334,Rice Enterprises LLC,1/3/2001,400,E Waterfront Dr,15120,40.412065999999996,-79.909936,Dollar Menu,
418,McDonald's #24444,Tri-County Management,8/4/2009,200,Walmart Dr,15044,40.621501,-79.94409399999999,Dollar Menu,
419,McDonald's #26447,Tri-County Management,8/4/2009,4618,Wm Flynn Hwy,15044,40.626088,-79.941799,Dollar Menu,
420,McDonald's #27444,Tri County Management,8/18/2009,1010,4th Ave,15108,40.517838,-80.163126,Dollar Menu,450800
421,McDonald's #31563,M & J Management Corp,1/19/2006,2010,Value Dr,15084,40.611784,-79.772092,Dollar Menu,
422,McDonald's #33806,M & J Management,6/14/2013,907,Freeport Rd,15238,40.486872,-79.88951999999999,Dollar Menu,421100
423,McDonald's Of Warrendale,Delligatti Inc,6/17/1984,19055,Perry Hwy,16046,40.671812100000004,-80.0985583,Dollar Menu,411000
424,Mineo's Pizza,Istanbul Inc,6/3/1996,2350,Noblestown Rd,15205,40.427459999999996,-80.05546,Take Out,281200
425,Mineo's Pizza,"Mineo's Pizza House 2, Inc.",8/26/1994,713 A,Washington Rd,15228,40.379826,-80.04460999999999,Take Out,473401
426,Mitch's Barbeque,,2/29/2016,16070,Perry Hwy,15090,40.632349,-80.058797,Take Out,
427,Mm Mm Pizza,Ma Pizza,4/5/2000,2971,South Park Road,15102,40.327166999999996,-80.041842,Take Out,475200
428,Mm! Mm! Pizza,,3/7/2003,5208,Clairton Blvd,15236,40.343924,-79.971971,Take Out,480200
429,Moe's Southwest Grill,Big Plan Butler,9/3/2015,10339,Perry Hwy,15090,40.604093,-80.051224,NO Dollar Menu,413100
430,Moe's Southwest Grill #327,Big Plan Ventures LP,2/27/2013,5432,Campbells Run Rd,15205,40.447209,-80.157576,NO Dollar Menu,459201
431,Molly's Pizza,ZMC Food Division LLC,12/7/2004,1525,Potomac Ave,15216,40.396899,-80.03591800000001,Take Out,472200
432,Monte Cello's,Monte Cello's Of Shaler Inc,7/19/1996,880,Butler St,15223,40.511559000000005,-79.945112,Take Out,426700
433,Monte Cello's Pizza,,6/17/1985,305,7th Ave,15222,40.443025,-79.99695799999999,Take Out,020100
434,Mrs Fields / TCBY,JY Cookies Inc,2/21/2013,200,Mall Circle Dr,15146,40.429183,-79.795459,"Breakfast, Drink, Other",521200
435,Mrs Fields Original Cookies #54103,South Hills Cookies Inc,12/6/2004,301,South Hills Village / Fc-06,15241,40.342622999999996,-80.05617,"Breakfast, Drink, Other",
436,Mt Lebanon Dairy Queen,JBLR Inc,8/9/2001,1693,McFarland Rd,15216,40.396128999999995,-80.04688399999999,"Breakfast, Drink, Other",473100
437,Muddy Cup,,11/14/2014,419,Lincoln Ave,15202,40.494323,-80.053088,"Breakfast, Drink, Other",431500
438,Nobby's Pizza Castle Shannon,,9/10/2014,1106,Castle Shannon Blvd,15234,40.36758,-80.017161,Take Out,476100
439,Original Milano Pizza,Amic II Business Group,8/3/2015,6004,Centre Ave,15206,40.459817,-79.924677,Take Out,
440,Panera #4347,Covelli Enterprises,12/9/2014,8800,Covenant Ave,15234,40.56844,-80.021956,NO Dollar Menu,
441,Panera Bread #3482,Cadle LLC,12/28/1998,942,Freeport Rd,15238,40.489121999999995,-79.89256800000001,NO Dollar Menu,421100
442,Panera Bread #3488,Cadle LLC,11/6/2000,1500,Washington Rd,15228,40.356959,-80.051807,NO Dollar Menu,473500
443,Panera Bread #3489,Cadle LLC,12/26/2000,400,Penn Ctr East,15235,40.427942,-79.811272,NO Dollar Menu,520001
444,Panera Bread #3490,Cadle LLC,4/16/2001,12071,Perry Hwy,15090,40.631991,-80.06079799999999,NO Dollar Menu,409000
445,Panera Bread #3492,Cadle LLC,5/24/2001,250,McHolme Dr,15275,40.449412,-80.17433299999999,NO Dollar Menu,
446,Panera Bread #3493,Cadle LLC,7/24/2001,623,Clairton Blvd,15236,40.333192,-79.946229,NO Dollar Menu,
447,Panera Bread #3494,Cadle LLC,9/24/2001,210,West Bridge St,15120,40.407152,-79.916616,NO Dollar Menu,
448,Panera Bread #3495,Cadle LLC,10/23/2001,5243,Library Rd,15102,40.332642,-80.02194,NO Dollar Menu,475401
449,Panera Bread #3497,Cadle LLC,2/8/2002,1900,Greentree Rd,15220,40.395518,-80.06730999999999,NO Dollar Menu,470500
450,Panera Bread #3499,Cadle LLC,8/28/2002,3401,Blvd of the Allies,15213,40.436278,-79.95801800000001,NO Dollar Menu,
451,Panera Bread #3501,Cadle LLC,7/16/2002,4172,Wm Penn Hwy,15146,40.438326,-79.765118,NO Dollar Menu,
452,Panera Bread #3503,Cadle LLC,11/7/2002,3800,Forbes Ave,15213,40.441539,-79.95644,NO Dollar Menu,040500
453,Panera Bread #3504,Cadle LLC,12/16/2002,4960,Wm Flynn Hwy,15101,40.602661,-79.946718,NO Dollar Menu,
454,Panera Bread #3506,Cadle LLC,8/5/2003,7217,McKnight Rd,15237,40.537146,-80.013125,NO Dollar Menu,429500
455,Panera Bread #3508,Cadle LLC,1/22/2004,5430,Centre Av,15232,40.455892999999996,-79.937342,NO Dollar Menu,070900
456,Panera Bread #4329,Cadle LLC,7/13/2005,117,Pittsburgh Mills Circle,15084,40.571829,-79.802087,NO Dollar Menu,
457,Panera Bread #4337,Covilli Enterprises,10/26/2009,295,Settlers Ridge Center Dr,15205,40.440641,-80.149132,NO Dollar Menu,
458,Panera Bread #4344,Covelli Enterprises Inc,7/23/2012,132,Bakery Square Blvd,15206,40.456618,-79.917171,NO Dollar Menu,
459,Panera Bread #4348,Covelli Enterprises,3/31/2014,1025,Washington Pike,15017,40.367163,-80.110119,NO Dollar Menu,
460,Panera Bread Bakery #4349,Covelli Enterprises,9/3/2015,1000,Ross Park Mall Dr,15237,40.538969,-80.007711,NO Dollar Menu,429201
461,Papa John's Pizza #344,Betco 36 Bajco Venture LLC,6/25/2013,4815,Centre Ave,15213,40.453628,-79.947026,Take Out,080400
462,Papa John's Pizza #440,Bajco West LLC,6/25/2004,3336,Babcock Blvd,15237,40.534380999999996,-80.01875799999999,Take Out,429500
463,Papa John's Pizza #731,Bajco East LLC,10/26/2007,5300,Library Rd,15102,40.329846,-80.022201,Take Out,475301
464,Papa John's Pizza #3066,Betco 36 Bajco Venture LLC,6/26/2013,11700,Frankstown Rd,15235,40.466324,-79.825652,Take Out,523501
465,Papa John's Pizza #3254,Bajco West LLC,4/28/2006,2928,W Liberty Ave,15216,40.3946,-80.035252,Take Out,472200
466,Papa John's Pizza #4386,,10/1/2013,3403,Saw Mill Run Blvd,15227,40.373810999999996,-79.981895,Take Out,478100
467,Papa John's Pizza #4456,Bet Co 36 Bajco Venture LLC,3/31/2014,355,Lincoln Ave,15202,40.4935,-80.052414,Take Out,431100
468,Pasquale's,Pittsburgh Pizza North Inc,9/7/2011,4731,Wm Flynn Hwy,15101,40.571191,-79.952845,Take Out,
469,Pasquale's Pizzeria,Pizzaburg Partners Inc,12/11/2003,2412,Ferguson Rd,15101,40.554967,-79.972178,Take Out,414200
470,Pasquale's Pizzeria,Z & C Pizza Company,8/10/2015,309,Freeport Rd,15215,40.489613,-79.902914,Take Out,423000
471,Pasquale's Pizzeria,WhitMar Inc,11/12/2008,100,Bettis Rd,15034,40.356534,-79.896075,Take Out,487000
472,Pasquale's Pizzeria,Pasquale's Pizzeria LLC,1/7/2004,6221,Saltsburg Rd,15235,40.484696,-79.815871,Take Out,523702
473,Pasquale's Pizzeria,Pasquale's Pizzeria Inc,3/26/2015,101,Westinghouse Ave,15148,40.393043,-79.809403,Take Out,508000
474,Peace Love & Little Donuts,Wignuts LLC,8/14/2015,11915,Perry Highway,15090,40.630076,-80.057273,"Breakfast, Drink, Other",409000
475,"Peace, Love & Little Donuts of Monroeville",Grace Hospitality LLC,5/19/2016,4745,William Penn Hwy,15146,40.431237,-79.72923399999999,"Breakfast, Drink, Other",521500
476,Penn Station East Coast Sub,Piitsburgh Subs Inc,3/27/2007,4815,Centre Ave,15213,40.453628,-79.947026,Take Out,080400
477,Penn Station East Coast Subs,Pittsburgh Subs LLC,10/15/2013,808,Liberty Ave,15222,40.442516,-79.998747,Take Out,020100
478,Penn Station East Coast Subs,Pittsburgh Subs LLC,6/5/2012,4203,Wm Penn Hwy,15146,40.439624,-79.76191999999999,Take Out,
479,Penn Station East Coast Subs #324,Best Subs Too LLC,1/7/2016,1597,Washington Pike,15017,40.382618,-80.09512600000001,Take Out,471000
480,Philly Pretzel Factory,Pittsburgh Pretzel People LLC,1/19/2011,1150,Washington Pike,15017,40.368507,-80.102194,"Breakfast, Drink, Other",
481,Philly Pretzel Factory,Monroeville Pretzel Company LP,2/6/2012,3968,Wm Penn Hwy,15146,40.437955,-79.773279,"Breakfast, Drink, Other",
482,Pittsburgh Popcorn Co,Pittsburgh Popcorn LLC,11/19/2014,1000,Ross Park Mall Dr,15237,40.538969,-80.007711,"Breakfast, Drink, Other",429201
483,Pizza & Gyro Express,Lee Lee Inc,11/29/2006,801,O'Neil Blvd,15132,40.35117,-79.830364,Take Out,551200
484,Pizza Bomonti,Canpolat Inc,8/14/2007,601,Lincoln Ave,15202,40.496763,-80.058464,Take Out,431500
485,Pizza Hut #023977,Aurora Huts LLC,10/5/2007,550,Butler St,15201,40.500796,-79.94342900000001,Take Out,425000
486,Pizza Hut #023980,Aurora Huts LLC,7/11/2007,4873,Wm Flynn Hwy,15101,40.601552000000005,-79.94775899999999,Take Out,
487,Pizza Hut #024011,Aurora Huts LLC,9/1/2007,1219,Federal St,15212,40.456337,-80.007199,Take Out,220600
488,Pizza Hut #024013,Aurora Huts LLC,3/20/2007,2324,Ardmore Blvd,15221,40.415956,-79.848712,Take Out,
489,Pizza Hut #024015,Aurora Huts LLC,10/1/2007,4001,Main St,15120,40.382202,-79.904624,Take Out,484500
490,Pizza Hut #024016,Aurora Huts LLC,8/1/2007,80,Allegheny River Blvd,15147,40.498933,-79.81846800000001,Take Out,523800
491,Pizza Hut #024017,Aurora Hut LLC,6/24/2008,2002,E Carson St,15203,40.428382,-79.977401,Take Out,170200
492,Pizza Hut #024018,Aurora Huts LLC,10/15/2007,2158,Brownsville Rd,15210,40.391956,-79.987408,Take Out,290100
493,Pizza Hut #024021,Aurora Huts LLC,12/18/2007,481,Lincoln Ave,15202,40.495059999999995,-80.055231,Take Out,431500
494,Pizza Hut #024022,Aurora Huts LLC,11/9/2007,4710,Baum Blvd,15213,40.453887,-79.949561,Take Out,080400
495,Pizza Hut #024025,Aurora Huts LLC,12/18/2007,1984,Greentree Rd,15220,40.394572,-80.067031,Take Out,470500
496,Pizza Hut #028061,Aurora Huts LLC,5/21/2012,4960,Library Rd,15102,40.343548999999996,-80.026904,Take Out,475102
497,Pizza Hut #028557,Aurora Huts LLC,12/14/2012,3747,Wm Penn Hwy,15146,40.437368,-79.78644200000001,Take Out,
498,Pizza Joe's,River Blvd LLC,9/11/2003,192,Ohio River Blvd,15003,40.576339000000004,-80.221813,Take Out,435000
499,Pizza Marsala,Pehlivan LLC,9/2/2008,2677B,Monroeville Blvd,15146,40.435567999999996,-79.782607,Take Out,521200
500,Pizza Palermo,Jeet Links,7/24/2014,45,Foster Ave,15205,40.439536,-80.069355,Take Out,465600
501,Pizza Palermo,Shams Associates LLC,9/10/2015,406,Lysle Blvd,15132,40.351738,-79.862718,Take Out,551900
502,Pizza Palermo,Jeet Associates LLC,4/22/2013,109,Penn Ave,15145,40.405681,-79.82654699999999,Take Out,481000
503,Pizza Palermo,Vaid S LlC,9/12/2013,7343,Saltsburg Rd,15235,40.478134999999995,-79.78589000000001,Take Out,523702
504,Pizza Parma,"Pizza Parma, LLC",12/6/2004,1790,N Highland Rd,15241,40.349028999999994,-80.052176,Take Out,474101
505,Pizza Parma #3,Pizza Parma Penn Ave LLC,10/15/2002,823,Penn Ave,15222,40.44389,-79.99859000000001,Take Out,020100
506,Pizza Pronto,Demirag Inc,12/12/2012,518,California Ave,15202,40.502209,-80.07064799999999,Take Out,432400
507,Pizza Pronto,M & J Food Services LLC,4/9/2003,4611,Centre Ave,15213,40.452187,-79.95164799999999,Take Out,050700
508,Pizza Roma,,11/23/2005,5990,University Blvd Suite#13,15108,40.521267,-80.21977700000001,Take Out,
509,Pizza Roma,,4/1/1993,11085,Babcock Blvd,15044,40.661124,-80.004664,Take Out,409000
510,Point Park University/Starbucks,Culinart Group LLC,5/20/2016,7,Wood St,15222,40.437624,-80.002691,"Breakfast, Drink, Other",020100
511,Popeyes Louisiana Kitchen,Blacknorange 2 LLC,10/11/2013,1900,Lincoln Hi,15137,40.448908,-80.199001,Dollar Menu,
512,Popeyes Louisiana Kitchen,Black N Orange3 LLC,12/11/2013,2010,Wharton St,15203,40.430319,-79.976687,Dollar Menu,170200
513,Popeyes Louisiana Kitchen,Wilkins Twp Chicken LLC,1/5/2016,3420,Wm Penn Hwy,15235,40.429988,-79.813291,Dollar Menu,
514,Popeyes Louisiana Kitchen #11352,Black N Orange LLC,11/2/2012,3616,5th Ave,15213,40.441537,-79.95841800000001,Dollar Menu,040500
515,Portofino Pizzaria,,6/17/1984,28,W Steuben St,15205,40.43825,-80.068238,Take Out,202000
516,Portofino's Pizza,,2/4/2010,231,Main St,15106,40.408832000000004,-80.08493399999999,Take Out,090200
517,Qdoba,Brooks Hospitality LLC,11/9/2006,601,Grant St,15222,40.441093,-79.996009,NO Dollar Menu,020100
518,Qdoba #487,Brooks Hospitality LLC,4/10/2008,808,Liberty Ave,15222,40.442516,-79.998747,NO Dollar Menu,020100
519,Qdoba Mexican Grill,Brooks Hospitality LLC,8/16/2010,1740,Settlers Ridge Center Dr,15205,40.440641,-80.149132,NO Dollar Menu,
520,Qdoba Mexican Grill,Brooks Hospitality LLC,5/3/2006,4815,Centre Ave,15213,40.453628,-79.947026,NO Dollar Menu,080400
521,Qdoba Mexican Grill,Brooks Hospitality,5/31/2007,1028,Freeport Rd,15238,40.486758,-79.88716600000001,NO Dollar Menu,421100
522,Qdoba Mexican Grill SSW,Brooks Hospitality LLC,9/13/2004,2777,E Carson St,15203,40.426264,-79.965723,NO Dollar Menu,
523,Quiznos Subs #8721,Q-Sub Systems LLC,9/25/2006,300,S Craig St,15213,40.445591,-79.94924,NO Dollar Menu,040400
524,R & B's Pizza Place,Three Rivers Food LLC,7/5/2006,107,Smithfield St,15222,40.437525,-80.000587,Take Out,020100
525,Raya's Pizzeria,Marticonn LLC,9/1/2015,401,Main St,15106,40.410451,-80.08264399999999,Take Out,510000
526,Rita's Italian Ice,Nitle Corp,3/1/2011,1803,McKees Rocks Rd,15136,40.468834,-80.098007,"Breakfast, Drink, Other",460002
527,Rita's Italian Ice,Italian Ice Of Pittsburgh Inc,4/22/1999,229,Curry Hollow Rd,15236,40.337272,-79.97936,"Breakfast, Drink, Other",489002
528,Rita's Italian Ice,Northern Ice 2 LLC,3/29/2005,1320,Babcock Blvd,15209,40.496112,-79.976443,"Breakfast, Drink, Other",427200
529,Rita's Italian Ice,DD Ice LLC,6/9/2016,3712,5th Ave,15213,40.441845,-79.957882,"Breakfast, Drink, Other",
530,Rita's Italian Ice,K4 Enterprises LLC,9/4/2015,5880,Forbes Ave,15217,40.437789,-79.919818,"Breakfast, Drink, Other",140800
531,Rita's Italian Ice,Icicles Inc,5/14/1999,1985,Lincoln Way,15131,40.338384000000005,-79.80671099999999,"Breakfast, Drink, Other",503002
532,Rita's Italian Ice #0183,RJ Navarro LLC,4/18/2011,5029,Library Rd,15102,40.340196999999996,-80.025314,"Breakfast, Drink, Other",475401
533,Rita's Italian Ice #247,Nitle Corp,3/16/2011,2070,Greentree Rd,15220,40.392289,-80.068857,"Breakfast, Drink, Other",470500
534,Rita's Italian Ice #369,Nitle Corp,3/16/2011,427,McNeilly Rd,15226,40.383122,-80.014801,"Breakfast, Drink, Other",191800
535,Rose Tea Cafe,Rose Tea Cafe Inc,5/7/2004,5874 1/2,Forbes Ave,15217,40.437825,-79.92005999999999,"Breakfast, Drink, Other",140800
536,Rose Tea Cafe Express,Rose Tea Cafe Express LLC,11/30/2012,414,Craig St,15213,40.4448,-79.94884300000001,"Breakfast, Drink, Other",050700
537,Rudy's Submarines,,1/1/2002,270,Yost Blvd,15221,40.414165000000004,-79.849856,Take Out,517000
538,Rudy's Subs,Boka Inc,3/12/2002,3942,Wm Penn Hwy,15146,40.437621,-79.775846,Take Out,
539,Rudy's Subs,,5/2/1989,1794,Golden Mile Hwy,15146,40.44553,-79.71373100000001,Take Out,521500
540,Rudys House Of Submarines,,4/1/1968,1920,Monongahela Ave,15218,40.421316,-79.890056,Take Out,515300
541,Salud Juicery,Salud Juicery & Health LLC,9/12/2013,348,Beaver St,15143,40.541276,-80.182014,"Breakfast, Drink, Other",445500
542,Salud Juicery,Salud SS LLC,10/7/2014,733,Copeland St,15232,40.451195,-79.93460999999999,"Breakfast, Drink, Other",070300
543,Sammy's Pizza,Aca Enterprises LLC,3/1/2004,2145,Noblestown Rd,15220,40.430166,-80.05314399999999,Take Out,281100
544,Sams Cafe #6677,Sam's East Inc,10/26/2005,3621,Wm Penn Hwy,15146,40.436465999999996,-79.79946899999999,"Breakfast, Drink, Other",
545,Sbarro Italian Eatery PA#107,Sbarro America Inc,1/7/1986,200,Monroeville Mall,15146,40.429183,-79.795459,Take Out,
546,Scoops on Beverly,,6/6/2001,311,Beverly Rd,15216,40.388428999999995,-80.04982,"Breakfast, Drink, Other",
547,Scoops On The Boulevard,,5/19/2010,719,Brookline Blvd,15226,40.394641,-80.020748,"Breakfast, Drink, Other",191900
548,Shake & Twist,R & T Softserve LLC,3/17/2005,1238,Chartiers Ave,15136,40.465036,-80.07204399999999,"Breakfast, Drink, Other",463900
549,Sheraton Station Sq / Station Break-Link Cafe,Pyramid Station Sq Management LLC,12/1/2004,300,W Station Sq Dr,15219,40.434857,-80.006179,"Breakfast, Drink, Other",
550,Sichuan Gourmet,Sichuan Gourmet II LLC,7/14/2015,328,Atwood St,15213,40.438899,-79.955203,Take Out,040500
551,Sichuan Gourmet,Sichuan Gourmet LLC,9/14/2015,1900,Murray Ave,15217,40.435811,-79.923142,Take Out,141300
552,Sincerely Yogurt,Sincerely BF Holding LLC,12/23/2014,511,Beaver St,15143,40.540103,-80.17997700000001,"Breakfast, Drink, Other",445500
553,Sincerely Yogurt,Cokara Corp,2/29/2012,1025,Washington Pike,15017,40.367163,-80.110119,"Breakfast, Drink, Other",
554,Sincerely Yogurt,Bitty's McKnight LLC,4/9/2014,4885,McKnight Rd,15237,40.529616,-80.010025,"Breakfast, Drink, Other",429100
555,Sincerely Yogurt,,5/16/2013,5301,Grove Rd,15236,40.358661,-80.001652,"Breakfast, Drink, Other",
556,Sincerely Yogurt,,8/15/2012,4116,Brownsville Rd,15219,40.365996,-79.9819,"Breakfast, Drink, Other",478100
557,Sincerely Yogurt,,4/17/2013,2737,E Carson Street,15203,40.426845,-79.96628,"Breakfast, Drink, Other",
558,Sincerely Yogurt,Quintox LLC,5/12/2014,3400,5th Ave,15213,40.439152,-79.962019,"Breakfast, Drink, Other",040500
559,Sincerely Yogurt,,3/9/2011,5375,Wm Flynn Hwy,15044,40.631549,-79.952845,"Breakfast, Drink, Other",
560,Sincerely Yogurt,Pittsburgh Cloud LLC,4/6/2016,136,Allegheny River Blvd,15147,40.498933,-79.81846800000001,"Breakfast, Drink, Other",
561,Sincerely Yogurt,ABS Yogurt N More LLC,4/12/2016,2740,Stroschein Rd,15146,40.437931,-79.768955,"Breakfast, Drink, Other",521302
562,Smoothie King #1274,The Pittsburgh Kingdom #1274LLC,3/2/2016,1025,Washington Pike,15017,40.367163,-80.110119,"Breakfast, Drink, Other",
563,Sonic #6036,Pine Village Drive-In LLC,12/10/2008,120,Towne Center Dr,15090,40.632081,-80.056721,Dollar Menu,
564,Sonic Drive In #5965,NCH Hospitality Inc,10/8/2008,1027,Washington Pike,15017,40.365435999999995,-80.109627,Dollar Menu,
565,Sonic Drive-In,Frazer Drive-In LLC,9/28/2007,1010,Village Center Dr,15084,40.568387,-79.80301899999999,Dollar Menu,
566,South Philly Steak & Fries #4813,Philly Steaks & Subs Inc,10/4/2012,301,South Hills Village,15241,40.342622999999996,-80.05617,Dollar Menu,
567,Sree's Foods,Sree's Food,8/19/2003,701,Smithfield St,15222,40.443039,-79.996923,Take Out,020100
568,Sree's Foods,Sree's Foods LLC,11/12/2004,2103,Murray Ave,15217,40.433496999999996,-79.922973,Take Out,140800
569,Starbucks,Barnes & Noble Booksellers Inc,4/8/2005,301,South Hills Village,15241,40.342622999999996,-80.05617,"Breakfast, Drink, Other",
570,Starbucks,Barnes & Noble Booksellers Inc,9/24/2001,100,W Bridge St,15120,40.404016999999996,-79.918751,"Breakfast, Drink, Other",474101
571,Starbucks,Barnes & Noble Booksellers Inc,10/27/1997,926,Freeport Rd,15238,40.489046,-79.89367,"Breakfast, Drink, Other",421100
572,Starbucks,Barnes & Noble Booksellers Inc,11/20/2004,700,Mall Circle Dr,15146,40.4294,-79.79074,"Breakfast, Drink, Other",
573,Starbucks at CCAC Allegheny Campus,Community College of Allegheny County,6/30/2015,845,Ridge Ave,15212,40.449539,-80.0154,"Breakfast, Drink, Other",220500
574,Starbucks Coffee,HMS Host Corp,12/22/2015,,Pgh Int'l Airport / Ac-30,15231,40.495309000000006,-80.235291,"Breakfast, Drink, Other",
575,Starbucks Coffee,IX Liberty Center Owners LLC,1/15/2016,1001,Liberty Ave,15222,40.444209,-79.99466899999999,"Breakfast, Drink, Other",020100
576,Starbucks Coffee,Sodexho Management Inc,9/24/1997,4200,5th Ave,15213,40.444271,-79.95329100000001,"Breakfast, Drink, Other",040400
577,Starbuck #0788,Starbuck Coffee Company,1/19/2015,11354,Perrry Hwy,15090,40.622587700000004,-80.05338090000001,"Breakfast, Drink, Other",409000
578,Starbucks #13355,Starbucks Coffee Co,9/19/2007,3145,Banksville Rd,15216,40.399384000000005,-80.043643,"Breakfast, Drink, Other",202300
579,Starbucks #19816 McKnight,Starbucks Coffee Co,4/23/2015,7707,McKnight Rd,15237,40.546539,-80.017898,"Breakfast, Drink, Other",429500
580,Starbucks #21505,Starbucks Coffee Company,12/21/2015,109,Ohio River Blvd,15143,40.559373,-80.165185,"Breakfast, Drink, Other",435000
581,Starbucks #21587,Starbucks Coffee Company,5/23/2014,301,Grant St,15219,40.438175,-79.99885400000001,"Breakfast, Drink, Other",020100
582,Starbucks Coffee #751,Starbucks Coffee Co,3/6/1995,6304,Forbes Ave,15217,40.437731,-79.919159,"Breakfast, Drink, Other",140800
583,Starbucks Coffee #754,Starbucks Coffee Co,3/4/1996,1717,Cochran Rd / Va Manor,15220,40.392634,-80.065436,"Breakfast, Drink, Other",
584,Starbucks Coffee #756,Starbucks Coffee Co,5/4/1995,210,6th Ave,15222,40.442631,-80.002145,"Breakfast, Drink, Other",020100
585,Starbucks Coffee #760,Starbucks Coffee Co,12/5/1995,5211,Library Rd,15102,40.333391999999996,-80.023312,"Breakfast, Drink, Other",475401
586,Starbucks Coffee #762,Starbucks Coffee Co,1/18/1996,425,Beaver St,15143,40.541007,-80.180949,"Breakfast, Drink, Other",445500
587,Starbucks Coffee #774,Starbucks Coffee Co,7/30/1997,530,Wm Penn Pl,15219,40.440595,-79.996599,"Breakfast, Drink, Other",
588,Starbucks Coffee #776,Starbucks Coffee Co,12/4/1997,4885,McKnight Rd,15237,40.529616,-80.010025,"Breakfast, Drink, Other",429100
589,Starbucks Coffee #778,Starbucks Coffee Co,4/23/1998,730,Copeland St,15232,40.451035,-79.935016,"Breakfast, Drink, Other",070300
590,Starbucks Coffee #784,Starbucks Coffee Co,6/18/1999,7,Market Sq,15222,40.44021,-80.00217099999999,"Breakfast, Drink, Other",020100
591,Starbucks Coffee #787,Starbucks Coffee Co,8/17/1999,3618,Forbes Ave,15213,40.440875,-79.957545,"Breakfast, Drink, Other",040500
592,Starbucks Coffee #793,Starbucks Coffee Co,6/30/2000,1400,E Carson St,15203,40.428649,-79.984036,"Breakfast, Drink, Other",170200
593,Starbucks Coffee #794,Starbucks Coffee Co,1/15/2003,973,Greentree Rd,15220,40.419053000000005,-80.045582,"Breakfast, Drink, Other",469000
594,Starbucks Coffee #795,Starbucks Coffee Co,9/27/2000,4100,Wm Penn Hwy,15146,40.437631,-79.766894,"Breakfast, Drink, Other",
595,Starbucks Coffee #2900,Starbucks Coffee Co,11/20/2003,417,S Craig St,15213,40.444714000000005,-79.948573,"Breakfast, Drink, Other",040400
596,Starbucks Coffee #3467,Starbucks Coffee Co,3/16/2004,600,Grant St,15222,40.44129,-79.994574,"Breakfast, Drink, Other",020100
597,Starbucks Coffee #7284,Starbucks Coffee Co,12/10/1996,3460,Wm Penn Hwy,15235,40.429442,-79.810354,"Breakfast, Drink, Other",
598,Starbucks Coffee #7625,Starbucks Coffee Co,9/9/2003,5310,Liberty Ave,15224,40.455861999999996,-79.939585,"Breakfast, Drink, Other",080400
599,Starbucks Coffee #7641,Starbucks Coffee Co,3/28/2003,1050,Park Manor Blvd,15205,40.452548,-80.16441,"Breakfast, Drink, Other",459201
600,Starbucks Coffee #7660,Starbucks Coffee Co,2/13/2002,825,Beaver Grade Rd,15108,40.517655,-80.216189,"Breakfast, Drink, Other",451102
601,Starbucks Coffee #7661,Starbucks Coffee Co,9/4/2001,2345,Murray Ave,15217,40.430665999999995,-79.923087,"Breakfast, Drink, Other",140800
602,Starbucks Coffee #7708,Starbucks Coffee Co,12/12/2001,270,West Bridge St,15120,40.407632,-79.917064,"Breakfast, Drink, Other",
603,Starbucks Coffee #7732,Starbucks Coffee Co,11/20/2001,100,VIP Dr,15090,40.616651,-80.09284,"Breakfast, Drink, Other",411000
