,Name,Legal Name,Start Date,Street Number,Street Name,ZIP Code,Lat,Lon,Category,tract
0,Adrian's Pizza,,11/7/2014,605,Thompson Run Rd,15237,40.539465,-79.990764,Take Out,429202
1,Adrian's Pizza Express,Rock Enterprises Inc,4/22/2004,7824,Perry Hwy,15237,40.551219,-80.037362,Take Out,429400
2,Allegheny Sandwich Shop,,2/24/1997,414,Grant St,15219,40.438109999999995,-79.99686,NO Dollar Menu,020100
3,Allegheny Sandwich Shoppe #3,Allegheny Sandwich Shoppe Inc,11/9/2001,440,Ross St,15219,40.438514,-79.99533000000001,NO Dollar Menu,020100
4,Amili's Pizzeria,,2/26/1999,1021,Brownsville Rd,15210,40.406082,-79.991863,Take Out,290200
5,Angelia's Pizza,JNG Pizza LLC,5/11/2004,202,Moon Clinton Rd,15108,40.513135,-80.22340600000001,Take Out,451103
6,Angelia's Pizza / Chill Frozen Dessserts,Eaton Pizza Inc,10/7/2005,410,Penn Lincoln Dr,15126,40.442465999999996,-80.23599200000001,Take Out,
7,Antney's Ice Cream,The Iceman Inc,4/11/2002,1316,Poplar St,15205,40.42747,-80.052435,"Breakfast, Drink, Other",281100
8,Arby's,Kinco Inc,1/1/1975,1617,Freeport Rd,15065,40.622125,-79.72751600000001,Dollar Menu,401300
9,Arby's #8,Linell Corporation,12/3/2007,3974,Wm Penn Hwy,15146,40.437988,-79.77284499999999,Dollar Menu,
10,Arby's #42,ARG Co.,7/10/1997,1378,Banksville Rd,15216,40.414684,-80.030651,Dollar Menu,202300
11,Arby's #164,ARG Co.,7/9/1997,3417,Forbes Ave,15213,40.439175,-79.960709,Dollar Menu,040500
12,Arby's #836,ARG Co.,6/17/1984,1140,Washington Pike,15017,40.3679,-80.103172,Dollar Menu,458000
13,Arby's #1203,ARG Co.,7/9/1997,2251,Noblestown Rd,15205,40.428509000000005,-80.0531,Dollar Menu,469000
14,Arby's #1414,ARG Co.,7/9/1997,6192,Steubenville Pike,15136,40.445808,-80.150631,Dollar Menu,459201
15,Arby's #1691,ARG Co.,7/10/1997,5030,Wm Flynn Hwy,15044,40.606809000000005,-79.94671899999999,Dollar Menu,
16,Arby's #1773,Arby's Restaurant Group,1/15/2016,19075,Perry Hwy,16046,40.622591299999996,-80.05337220000001,Dollar Menu,411000
17,Arby's #1853,ARG Co.,7/9/1997,3700,Library Rd,15234,40.364992,-80.020333,Dollar Menu,476100
18,Arby's #1854,ARG Co.,7/10/1997,1911,S Braddock Ave,15218,40.422721,-79.885611,Dollar Menu,515100
19,Arby's #1858,ARG Co.,7/7/1997,6105,Saltsburg Rd,15147,40.484691999999995,-79.819176,Dollar Menu,523702
20,Arby's #6941,ARG Co.,8/6/1999,2040,Lebanon Church Rd,15122,40.347809999999996,-79.94861,Dollar Menu,488600
21,Arby's #7345,ARG Co.,10/15/2002,4260,Ohio River Blvd,15202,40.487673,-80.055679,Dollar Menu,
22,Arby's #7502,ARG Co.,1/21/2004,1804,Golden Mile Hwy / Rt 286,15239,40.44655,-79.713077,Dollar Menu,526302
23,Arby's #7548,ARG Co.,5/26/2004,450,Clairton Blvd,15236,40.338077,-79.978961,Dollar Menu,
24,Arby's #7550,ARG Co.,5/26/2004,4810,McKnight Rd,15237,40.525384,-80.004977,Dollar Menu,429202
25,Arby's #7633,ARG Co,7/29/2005,5205,Library Rd,15102,40.333904,-80.023611,Dollar Menu,475401
26,Arby's #7678,RTM Operating Company,12/20/2005,2831,Jacks Run Rd,15131,40.338628,-79.806234,Dollar Menu,
27,Arby's #8042,ARG Co,11/24/2008,9100,University Blvd,15108,40.502499,-80.222638,Dollar Menu,
28,Arby's #8436,,1/12/2015,808,Liberty Ave,15222,40.442516,-79.998747,Dollar Menu,020100
29,Auntie Anne's,Romco Inc,2/25/2009,3075,Clairton Blvd / Century III Mall,15123,40.340291,-79.93852199999999,"Breakfast, Drink, Other",
30,Auntie Anne's,MM Pretzels LLC,11/1/2002,309,Monroeville Mall,15146,40.426747,-79.79493000000001,"Breakfast, Drink, Other",
31,Auntie Anne's / Cinnabon,EPOCH 5,3/30/2012,,Pgh Intl Airport / Ne-1,15231,40.495309000000006,-80.235291,"Breakfast, Drink, Other",
32,Auntie Anne's #Pa-219,Romco Inc,7/5/2005,110,Pittsburgh Mills Cir,15084,40.637815,-79.796052,"Breakfast, Drink, Other",
33,Auntie Anne's FC-9,Romco Corp,11/4/2003,100,Robinson Center Dr,15205,40.454124,-80.161164,"Breakfast, Drink, Other",
34,Auntie Anne's Kiosk,Romco Inc,9/29/2004,100,Robinson Center Dr,15205,40.454124,-80.161164,"Breakfast, Drink, Other",
35,Auntie Anne's Pa #163,Romco Inc,3/2/2009,1000,Ross Park Mall Dr,15232,40.544559,-80.008739,"Breakfast, Drink, Other",429201
36,Auntie Anne's Pretzels,M M Pretzels LLC,2/26/2003,200,Monroeville Mall (Food Court),15146,40.432471,-79.751203,"Breakfast, Drink, Other",
37,Auntie Anne's Pretzels #PA287,Monroeville Mall Pretzel,10/18/2013,,Monroville Mall,15146,40.430955,-79.794637,"Breakfast, Drink, Other",
38,Auntie Anne's Pretzels PA 253-- Upper Level,Romco Inc,10/29/2009,301,South Hills Village Kiosk Upper Level,15241,40.320570000000004,-80.08701500000001,"Breakfast, Drink, Other",
39,Bartram House Bakery,Warne Foods LLC,10/5/2011,2000,Village Run Rd,15090,40.633331,-80.056371,"Breakfast, Drink, Other",
40,Bartram House Bakery & Cafe,Bartram House Southside Corp,9/3/2014,2612,Carson St,15203,40.427093,-79.968159,"Breakfast, Drink, Other",160900
41,Baskin-Robbins #765,Dean Ann Inc,10/3/1987,1110,Freeport Rd,15238,40.487618,-79.881926,"Breakfast, Drink, Other",421100
42,Ben & Jerry's,The Ice Cream Shoppe on Forbes LLC,7/20/2012,936,Penn Ave,15222,40.443921,-79.99669899999999,"Breakfast, Drink, Other",020100
43,Big Kmart - Little Caesars #9438,Kmart Corp,9/15/2000,720,Clairton Blvd,15236,40.326728,-79.945687,Take Out,
44,Big Shot Bob's,,10/24/2007,344,Union Ave,15202,40.503690999999996,-80.061846,Take Out,432300
45,Big Shot Bob's House of Wings,Big Shot Bob's House of Wings Inc,11/10/2010,1534,5th Ave,15108,40.513421,-80.154136,Take Out,450700
46,Big Shot Bob's Sandwich Shop,,11/24/2015,1006,Washington Ave,15106,40.398829,-80.08295,Take Out,470600
47,Bishop's Pizza,,9/26/2001,428,Lebanon Rd,15122,40.370434,-79.928168,Take Out,488500
48,Bishop's Pizza,Bishop's Pizza Inc,10/28/1991,114,Whitaker St,15120,40.401029,-79.887913,Take Out,485000
49,Bishop's Pizza,,10/8/1990,1416,Lincoln Hwy,15137,40.3744542,-79.7962111,Take Out,504400
50,Bishop's Pizza #9,,8/13/2009,1811,Golden Mile Hwy,15239,40.447216999999995,-79.714463,Take Out,526302
51,Bishop's Pizza #10,Bishop's Pizza Inc,10/15/2010,614,Walnut Ave,15025,40.304795,-79.893359,Take Out,492700
52,Blaze Pizza,Fire Pitt Pizza LLC,5/23/2016,3939,William Penn Hwy,15146,40.43812,-79.77622,Take Out,521200
53,Blue Canary Coffee House,Blue Canary Cafe LLC,8/3/2015,300,Mt Lebanon Blvd,15234,40.368736,-80.034172,"Breakfast, Drink, Other",476100
54,Bob's Sub,Bob's Sub Inc,10/11/2012,215,Smithfield St,15222,40.438148,-80.00020400000001,NO Dollar Menu,020100
55,Bob's Sub,Bob's Sub Inc,8/17/2015,2015,Pittsburgh Mills Blvd,15084,40.637815,-79.796052,NO Dollar Menu,
56,Bob's Sub,Bob's Sub Inc,7/30/2014,1713,Freeport Rd,15065,40.623749,-79.725248,NO Dollar Menu,401300
57,Boonda's Hometown Pizza,,1/17/2007,5622,Homeville Rd Unit B,15122,40.36821,-79.872442,Take Out,488400
58,Boston Market #146,Boston Market Corp,6/19/2000,3776,Wm Penn Hwy,15146,40.435722999999996,-79.785201,NO Dollar Menu,
59,Boston Market #266,Boston Market Corp,6/19/2000,98,Clairton Blvd,15236,40.338077,-79.978961,NO Dollar Menu,
60,Boston Market #0270,Boston Market Corp,6/19/2000,5200,Baum Blvd,15224,40.455594,-79.941549,NO Dollar Menu,080400
61,Boston Market #410,Boston Market Corp,6/19/2000,978,Greentree Rd,15220,40.418071999999995,-80.04601600000001,NO Dollar Menu,469000
62,Boston Market #3206,Boston Market Corp,6/14/2002,300,Davis Blvd,15275,40.495013,-79.958815,NO Dollar Menu,
63,Bourbon St Cafe,Golden Dove Inc,5/5/1997,200,Monroeville Mall,15146,40.429183,-79.795459,"Breakfast, Drink, Other",
64,Brighton Hot Dog Shoppe,HDS Of Moon Inc,10/23/1995,5990,University Blvd #11,15108,40.521267,-80.21977700000001,NO Dollar Menu,
65,Brighton Hot Dog Shoppe,Tr Kurtz LLC,9/19/2007,2401,Noblestown Rd,15205,40.426856,-80.05726899999999,NO Dollar Menu,281200
66,Bruegger's Bagel Bakery,Bruegger's Enterprises Inc,1/16/1996,1134,Thorn Run Ext,15108,40.505249,-80.208526,"Breakfast, Drink, Other",
67,Bruegger's Bagel Bakery,Bruegger's Enterprises Inc,10/11/1994,422,Beaver St,15143,40.540608,-80.181178,"Breakfast, Drink, Other",445500
68,Bruegger's Bagel Bakery,Bruegger's Enterprises Inc,11/19/1993,1644,Cochran Rd,15220,40.392511999999996,-80.061581,"Breakfast, Drink, Other",470500
69,Bruegger's Bagel Bakery,Bruegger's Enterprises Inc,12/18/1995,5213,Library Rd,15102,40.334140000000005,-80.024069,"Breakfast, Drink, Other",475401
70,Bruegger's Bagel Bakery,Bruegger's Enterprises Inc,11/24/1993,4885,McKnight Rd,15237,40.529616,-80.010025,"Breakfast, Drink, Other",429100
71,Bruegger's Bagel Bakery,Bruegger's Enterprises Inc,4/18/1995,25,Market Pl,15222,40.441140999999995,-80.003093,"Breakfast, Drink, Other",020100
72,Bruegger's Bagel Bakery,Bruegger's Enterprises Inc,12/28/1994,429,4th Ave,15219,40.438516,-79.998355,"Breakfast, Drink, Other",020100
73,Bruegger's Bagel Bakery,Bruegger's Enterprises Inc,8/3/1995,411,7th Ave,15219,40.442890000000006,-79.996284,"Breakfast, Drink, Other",020100
74,Bruegger's Bagel Bakery,Bruegger's Enterprises Inc,2/25/1998,1801,E Carson St,15203,40.428934000000005,-79.9803,"Breakfast, Drink, Other",170200
75,Bruegger's Bagel Bakery,Bruegger's Enterprises Inc,2/19/1998,5217,Clairton Blvd,15236,40.344196000000004,-79.970964,"Breakfast, Drink, Other",480200
76,Bruegger's Bagel Bakery,Bruegger's Enterprises Inc,11/15/1992,3714,Forbes Ave,15213,40.441276,-79.956953,"Breakfast, Drink, Other",040500
77,Bruegger's Bagel Bakery,Bruegger's Enterprises Inc,1/21/1997,806,S Aiken St,15232,40.450725,-79.935724,"Breakfast, Drink, Other",070300
78,Bruegger's Bagel Bakery,Bruegger's Enterprises Inc,1/18/1993,1719,Murray Ave,15217,40.437442,-79.92281,"Breakfast, Drink, Other",140800
79,Bruegger's Bagel Bakery #064,Bruegger's Enterprises LLC,6/7/1993,1720,Washington Rd,15241,40.348144,-80.053825,"Breakfast, Drink, Other",475101
80,Bruegger's Bagel Bakery #102,Bruegger's Enterprises Inc,6/20/1994,531,Grant St,15219,40.440636,-79.99663000000001,"Breakfast, Drink, Other",020100
81,Bruster's,Creamery Mgt Inc,7/24/2001,9600,Perry Hwy,15237,40.581451,-80.037014,"Breakfast, Drink, Other",413201
82,Bruster's #034,Swirl of Pittsburgh LLC,2/12/2016,493,Lowries Run Rd,15237,40.533744,-80.049769,"Breakfast, Drink, Other",429300
83,Bruster's Ice Cream,Gillner Enterprises LLC,6/26/2002,4937,Wm Flynn Hwy,15044,40.60412,-79.94719599999999,"Breakfast, Drink, Other",
84,Bruster's Ice Cream # 324,Sharp5 LLC,8/26/2009,4940,Library Rd,15102,40.343815,-80.02743000000001,"Breakfast, Drink, Other",475102
85,Buon Giorno Cafe,Buon Giorno Cafe Inc,9/5/1997,20,Stanwix St,15222,40.43867,-80.005179,"Breakfast, Drink, Other",020100
86,Buon Giorno Cafe,Boston Conquest Inc,12/30/2015,6,Smithfield St,15222,40.436865000000004,-80.000512,"Breakfast, Drink, Other",020100
87,Burger King #463,5 Development Corp,10/24/1986,4885,Wm Flynn Hwy,15101,40.601937,-79.947769,Dollar Menu,
88,Burger King #668,Carrols LLC,7/1/2014,909,Butler St,15223,40.511165999999996,-79.947464,Dollar Menu,426700
89,Burger King #670,Carrols LLC,7/12/2014,1002,Emeryville Dr,16046,40.672990000000006,-80.100335,Dollar Menu,411000
90,Burger King #671,Carrols LLC,6/24/2014,105,Ohio River Blvd,15143,40.559373,-80.165185,Dollar Menu,446000
91,Burger King #2249,5 Development Corp Burger King,1/1/1980,1901,Golden Mile Hwy / Route 286,15239,40.452215,-79.712942,Dollar Menu,526302
92,Burger King #2546,PEC Management LLC,6/29/2009,2799,Freeport Rd,15238,40.538533,-79.83325699999999,Dollar Menu,419000
93,Burger King #2679,Toms King (Penn) LLC,4/26/2012,10955,Perry Hwy,15090,40.617496700000004,-80.0561118,Dollar Menu,409000
94,Burger King #3030,Toms King (Penn) LLC,4/25/2012,1901,Lincoln Hwy,15137,40.368281,-79.777485,Dollar Menu,504400
95,Burger King #3855,,6/17/1984,2900,Brownsville Rd,15210,40.382366999999995,-79.97691400000001,Dollar Menu,290400
96,Burger King #4192,Toms King LLC Penn,2/13/2014,1820,Carson St,15203,40.428447999999996,-79.979541,Dollar Menu,170200
97,Burger King #4350,Kondisko & Hoover Inc,4/8/1985,3220,Library Rd,15234,40.369659999999996,-80.011616,Dollar Menu,476100
98,Burger King #7351,5 Development Corp,8/27/1992,4490,Broadway Blvd,15146,40.391506,-79.766588,Dollar Menu,
99,Burger King #11346,Patterson Erie Corp,11/21/1997,5940,University Blvd,15108,40.521857000000004,-80.218024,Dollar Menu,
100,Burger King #11672,Tom King (Penn) LLC,5/16/2012,415,Home Dr,15275,40.450283,-80.182053,Dollar Menu,
101,Burger King #12195,Toms King (Penn) LLC,4/25/2012,121,Walmart Dr,15137,40.386212,-79.82183,Dollar Menu,504100
102,Burger King #12789,Toms King (Penn) LLC,4/25/2012,5240,Library Rd,15102,40.331439,-80.023107,Dollar Menu,475301
103,Burger King # 17292,PEC Management LLC,10/13/2009,920,Ohio River Blvd,15202,40.494987,-80.066264,Dollar Menu,432400
104,Cafe 4350,AVI Food / Systems,1/29/2013,4350,Northern Pike,15146,40.4247021,-79.7412095,"Breakfast, Drink, Other",521301
105,Cafe Du Jour,,2/1/2002,1107,E Carson St,15203,40.428895000000004,-79.987145,"Breakfast, Drink, Other",170200
106,Calibrations Cafe,Parkhurst Dining Services Inc,5/8/2015,1,Life Way,15205,40.439826000000004,-80.1580566,"Breakfast, Drink, Other",
107,CCAC West Hills Cafe,AVI Foodsystems Inc,3/13/2012,1000,McKee Rd,15071,40.436961,-80.193237,"Breakfast, Drink, Other",453001
108,Chan An Restaurant,,9/30/1993,2013,Wharton St,15203,40.430381,-79.977263,Take Out,170200
109,Chan An Restaurants,,6/27/1991,37,Walsh Rd,15205,40.439312,-80.071078,Take Out,465600
110,Charley's Grilled Subs #170,"Charley's Steakery, Inc.",2/17/2012,200,Monroeville Mall,15146,40.429183,-79.795459,Take Out,
111,Charley's Grilled Subs #363,CSI,11/1/2011,447,Pittsburgh Mills Cir,15084,40.637815,-79.796052,Take Out,
112,Charley's Grilled Subs #448,Charley's Steakery Inc,3/8/2012,1000,Ross Park Mall Dr,15237,40.538969,-80.007711,Take Out,429201
113,Charley's Grilled Subs #466,Charley's Steakery Inc,10/5/2007,100,Robinson Center Dr,15205,40.454124,-80.161164,Take Out,
114,Charley's Grilled Subs #472,Janisco Inc,6/14/2007,,Pgh Intl Airport / Ac-02c,15231,40.495309000000006,-80.235291,Take Out,
115,Charley's Grilled Subs #530,Fap Clairmont LLC,7/14/2008,120,5th Ave,15222,40.441888,-80.003443,Take Out,429400
116,Charley's Philly Steaks #4,Charley's Steakery Of Pa,11/16/1989,3075,Clairton Blvd / Century III Mall / Rm 736,15123,40.340291,-79.93852199999999,Take Out,
117,Chick-Fil-A,OHM Concession Group LLC,4/25/2016,,Pgh Int'L Airport / Ac-20a/B,15231,40.495309000000006,-80.235291,NO Dollar Menu,
118,Chick-Fil-A,,9/5/2003,121,Costco Dr,15205,40.457857000000004,-80.16789200000001,NO Dollar Menu,
119,Chick-Fil-A,Chick-Fil-A,7/2/2004,1000,Ross Park Mall Dr,15237,40.538969,-80.007711,NO Dollar Menu,429201
120,Chick-Fil-A,Chick-Fil-A Inc,3/9/2007,461,Clairton Blvd,15236,40.335106,-79.946515,NO Dollar Menu,
121,Chick-Fil-A,Chick-Fil-A,3/1/2008,480,E Waterfront Dr,15120,40.4127,-79.90791,NO Dollar Menu,
122,Chick-Fil-A #01297,Yanak Hospitality Group LLC,11/2/2015,100,Robinson Center Dr,15205,40.454124,-80.161164,NO Dollar Menu,
123,Chick-Fil-A #1765,,3/9/2009,1620,Washington Rd,15241,40.351995,-80.051541,NO Dollar Menu,412002
124,Chick-Fil-A #2091,Chick-Fil-A,6/12/2007,4040,Wm Penn Hwy / Miracle Mile,15146,40.437773,-79.764981,NO Dollar Menu,
125,China House,Han & Chow,5/18/1995,2001,Lincoln Way,15131,40.337364,-79.805396,Take Out,503001
126,China House II,Hua Yuan Enterprise Inc,8/16/2002,7400,Church St,15218,40.422307,-79.889321,Take Out,515300
127,China Max,W & W Restaurant Inc,10/4/2013,100,Robinson Center Dr,15205,40.454124,-80.161164,Take Out,
128,China Max,Magic Wok Inc,4/23/2010,301,South Hills Village - Fc2,15241,40.320570000000004,-80.08701500000001,Take Out,
129,China Palace,China Palace Restaurant Inc,8/2/1988,4059,Wm Penn Hwy,15146,40.440293,-79.769793,Take Out,
130,China Wok,,8/24/1998,1202,5th Ave,15219,40.438484,-79.988796,Take Out,010300
131,China Wok Brentwood,China Wok II Inc,6/11/2015,4060,Brownsville Rd,15227,40.366385,-79.981375,Take Out,478100
132,Chipotle Mexican Grill #863,Chipotle Mexican Grill,12/12/2006,3619,Forbes Ave,15213,40.441145,-79.958028,NO Dollar Menu,040500
133,Chipotle Mexican Grill #877,Chipotle Mexican Grill Inc,8/15/2006,310,McHolme Dr,15275,40.448506,-80.174236,NO Dollar Menu,
134,Chipotle Mexican Grill #1089,Chipotle Mexican Grill of Colorado LLC,12/18/2008,509,Clairton Blvd,15236,40.333290000000005,-79.946259,NO Dollar Menu,
135,Chipotle Mexican Grill #1146,Chipotle Mexican Grill of Colorado LLC,11/21/2008,4800,Baum Blvd,15213,40.454233,-79.947422,NO Dollar Menu,080400
136,Chipotle Mexican Grill #1264,Chipotle Mexican Grill of Colorado LLC,4/28/2009,4861,McKnight Rd,15237,40.529066,-80.008721,NO Dollar Menu,429100
137,Chipotle Mexican Grill #1533,Chipotle Mexican Grill of Colorado LLC,12/8/2010,211,Forbes Av,15222,40.440614000000004,-80.001898,NO Dollar Menu,020100
138,Chipotle Mexican Grill #1803,Chipotle Mexican Grill of Colorado LLC,5/16/2012,1614,Cochran Rd,15220,40.391701,-80.059861,NO Dollar Menu,473100
139,Chipotle Mexican Grill #1896,Chipotle Mexican Grill of Colorado LLC,3/1/2013,1720,Washington Rd,15241,40.348144,-80.053825,NO Dollar Menu,475101
140,Chipotle Mexican Grill #2126,Chipotle Mexican Grill of Colorado LLC,1/20/2014,5986,Centre Av,15206,40.463732,-79.920677,NO Dollar Menu,070500
141,Chipotle Mexican Grill #2148,Chipotle Mexican Grill LLC,6/9/2014,11359,Perry Highway,15090,40.623458,-80.053834,NO Dollar Menu,409000
142,Chipotle Mexican Grill #2268,Chipotle Mexican Grill Inc,2/24/2016,8870,Covenant Dr,15237,40.568912,-80.021814,NO Dollar Menu,
143,Chipotle Mexican Grill #2347,Chipotle Mexican Grill Inc,10/27/2015,3009,Washington Pike,15017,40.35433,-80.114791,NO Dollar Menu,456004
144,Chipotle Mexican Grill #2347,Chipotle Mexican Grill of Colorado LLC,9/1/2014,4137,William Penn Hwy,15146,40.439155,-79.766931,NO Dollar Menu,521301
145,Chipotle Mexican Grill #2655,Chipotle Mexican Grill Inc,5/5/2016,1027,Freeport Rd,15238,40.48807,-79.885568,NO Dollar Menu,421100
146,Coffee Tree Roasters @ Duquesne Univ. Law,Parkhurst Dining,8/26/2015,900,Locust St,15282,40.436613,-79.991948,"Breakfast, Drink, Other",010300
147,Cold Stone Creamery,TKEJ LLC,2/18/2004,6509,Robinson Center Dr,15205,40.455223,-80.162075,"Breakfast, Drink, Other",
148,Cold Stone Creamery #21109,Shah Ventures Inc,9/9/2013,5800,Forbes Ave,15217,40.43786,-79.92279599999999,"Breakfast, Drink, Other",140800
149,Commonplace Coffee,Commonplace Coffee Inc,12/1/2015,1501,Buena Vista Rd,15212,40.457034,-80.01481899999999,"Breakfast, Drink, Other",250300
150,Cool Beans Coffee Co,Coffee A La Cart,1/25/1995,1,Allegheny Center Mall,15212,40.453316,-80.004347,"Breakfast, Drink, Other",220400
151,Crazy Mocha,Specialty Mocha LLC,6/2/2006,531,Beaver St,15143,40.539663,-80.178962,"Breakfast, Drink, Other",445500
152,Crazy Mocha,Crazy Mocha Coffee LLC,12/11/2009,2,North Ave,15212,40.455617,-80.00686800000001,"Breakfast, Drink, Other",427000
153,Crazy Mocha,Crazy Mocha Coffee Company LLC,11/15/2010,4,Gateway Center,15222,40.440537,-80.005455,"Breakfast, Drink, Other",
154,Crazy Mocha,Murman & O'Hara LLC,3/24/2008,801,Liberty Ave,15222,40.442949,-79.998918,"Breakfast, Drink, Other",020100
155,Crazy Mocha,Murman C Ohara LLC,1/18/2007,420,Ft Duquesne Blvd,15222,40.447526,-79.993398,"Breakfast, Drink, Other",020100
156,Crazy Mocha,Murman & O'Hara LLC,7/20/2009,2100,Murray Ave,15217,40.433523,-79.92326899999999,"Breakfast, Drink, Other",141300
157,Crazy Mocha - Liberty Center,Crazy Mocha Coffee Co,11/19/2008,1001,Liberty Ave,15222,40.444209,-79.99466899999999,"Breakfast, Drink, Other",020100
158,Crazy Mocha (Grant St T Station),Murman & Ohara Crazy Mocha LLC,5/8/2007,500,Grant St,15219,40.439678,-79.995932,"Breakfast, Drink, Other",020100
159,Crazy Mocha / One Mellon Center,Murman & O'Hara LLC,7/10/2008,500,Grant St,15219,40.439678,-79.995932,"Breakfast, Drink, Other",020100
160,Crazy Mocha #29,Murman & O'Hara Inc,5/29/2012,2775,Mosside Blvd,15146,40.436464,-79.759886,"Breakfast, Drink, Other",
161,Crazy Mocha #30,Murman & O'Hara Inc,8/16/2012,5,Station Sq Dr,15219,40.430999,-80.00161999999999,"Breakfast, Drink, Other",192100
162,Crazy Mocha #38,Crazy Mocha,8/10/2015,309,Smithfield St,15222,40.438508,-79.99995600000001,"Breakfast, Drink, Other",020100
163,Crazy Mocha Coffee,Specialty Mocha LLC,11/28/2006,429,Forbes Ave,15219,40.439152,-79.997854,"Breakfast, Drink, Other",020100
164,Crazy Mocha Coffee #39,Murman & Ohara Co,11/23/2015,2729,Carson St,15203,40.426798,-79.96651,"Breakfast, Drink, Other",
165,Crazy Mocha Coffee Co,Specialty Mocha LLC,11/16/2007,1,PPG Place,15222,40.439997999999996,-80.003795,"Breakfast, Drink, Other",020100
166,Crazy Mocha Coffee Co,Murmar & O'Hara LLC,10/27/2009,225,Ross St,15219,40.437,-79.997091,"Breakfast, Drink, Other",020100
167,Crazy Mocha Coffee Co,Murman & Ohara LLC,3/4/2005,207,Oakland Ave,15213,40.441362,-79.956696,"Breakfast, Drink, Other",040500
168,Crazy Mocha Coffee Co,Murman & O'Hara Enterprises,1/22/2002,4525,Liberty Ave,15224,40.462925,-79.950817,"Breakfast, Drink, Other",090300
169,Crazy Mocha Coffee Co,Murman & O'Hara Enterprises LLC,9/22/2004,4400,Forbes Ave,15213,40.442645,-79.950559,"Breakfast, Drink, Other",040400
170,Crazy Mocha Coffee Co,Murman & O'Hara Ent,3/1/2000,5830,Ellsworth Ave,15232,40.456294,-79.93016899999999,"Breakfast, Drink, Other",070500
171,Crazy Mocha Coffee Co #31,Murman & O'Hara LLC,7/8/2013,5607,Baum Blvd,15232,40.4580616,-79.9353176,"Breakfast, Drink, Other",080700
172,Crazy Mocha Coffee Company,Murman & Ohara LLC,3/4/2005,4030,Butler St,15201,40.46926,-79.961316,"Breakfast, Drink, Other",090200
173,Crazy Mocha Coffee Company,Crazy Mocha Coffee Company LLC,9/17/2010,9104,Babcock Blvd,15237,40.5731154,-80.01368599999999,"Breakfast, Drink, Other",413500
174,Dairy Queen,,6/17/1984,4276,Ohio River Blvd,15202,40.48785,-80.056054,Dollar Menu,
175,Dairy Queen,,3/11/1992,3002,Babcock Blvd,15237,40.514472999999995,-80.005981,Dollar Menu,429500
176,Dairy Queen,Big Cone Inc,10/9/2013,1223,E Carson Street,15203,40.428965999999996,-79.985476,Dollar Menu,170200
177,Dairy Queen,,6/18/1991,1120,Lincoln Hwy,15137,40.3774004,-79.80208449999999,Dollar Menu,504400
178,Dairy Queen / Orange Julius #42442,J-Mark Treats LLC,7/23/2010,268,Settlers Ridge Center Dr,15205,40.440641,-80.149132,Dollar Menu,
179,Dairy Queen & Orange Julius,Brico Realty LLC,3/19/2014,100,Robinson Center Dr,15205,40.454124,-80.161164,Dollar Menu,
180,Dairy Queen #13590,,12/1/1999,4846,Library Rd,15102,40.346429,-80.027633,Dollar Menu,475101
181,Dairy Queen #13613,Fuchs Enterprises LLC,3/12/2012,4237,Verona Rd,15147,40.466405,-79.865185,Dollar Menu,523100
182,Dairy Queen #13614,V S DQ Inc,7/31/1998,400,Lebanon Rd,15122,40.371390999999996,-79.927532,Dollar Menu,488500
183,Dairy Queen Brazier #13599,,1/1/1980,1613,Freeport Rd,15065,40.621901,-79.727936,Dollar Menu,401300
184,Dairy Queen Grill & Chill #13605,DQ Carson St LLC,5/15/2015,2795,Clairton Blvd,15227,40.376065999999994,-79.969628,Dollar Menu,
185,Dairy Queen Of Coraopolis,RSKR Inc,6/17/1984,507,5th Ave,15108,40.521854,-80.17477,Dollar Menu,451102
186,Dairy Queen Of Greentree,Rskr Inc,6/17/1984,2331,Noblestown Rd,15205,40.427662,-80.05364300000001,Dollar Menu,469000
187,Dairy Queen Of Northern Pike,DQ Of Northern Pike Inc,5/12/1989,4251,Northern Pike,15146,40.434128,-79.756057,Dollar Menu,521301
188,Dairy Queen Of Perrysville,,3/6/1987,1039,Perry Hwy,15237,40.541666,-80.03621600000001,Dollar Menu,429300
189,Dairy Queen of Scott,Dairy Store of Scott,6/9/1995,1000,Washington Ave,15106,40.398392,-80.08349,Dollar Menu,470600
190,Dairy Queen Of White Oak,,1/1/1983,1990,Lincoln Way,15131,40.337485,-79.809543,Dollar Menu,503002
191,Dairy Queen Orange Julius,Ross Park Mall Treatworks Inc,7/3/2013,1000,Ross Park Mall Dr,15237,40.538969,-80.007711,Dollar Menu,429201
192,Dairy Queen Orange Julius #41315,DQS Inc,5/23/2014,301,Hills Village Fc#7,15241,40.342622999999996,-80.05617,Dollar Menu,
193,Danny's Pizza,Danny's Pizza Enterprises,1/1/1977,4851,Clairton Blvd,15236,40.350007,-79.976336,Take Out,480200
194,Dannys Parkview Pizza,Dannys Parkview Pizza Inc,6/17/1984,5159,Library Rd,15102,40.335214,-80.022875,Take Out,475401
195,DiBella's Old Fashioned Submarines,Western Reserve Management,12/19/2011,9030,St Simon Way,15237,40.569194,-80.024251,Take Out,
196,DiBellas Old Fashioned Submarines,DiBella's Old Fashioned Submarines Inc,2/10/2006,6501,Steubenville Pike,15205,40.448034,-80.158727,Take Out,459201
197,DiBellas Old Fashioned Submarines,DeBellas Old Fashioned Submarines,2/22/2011,16,Market Pl,15222,40.440746000000004,-80.001796,Take Out,020100
